,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
2706,lovelikethegalaxyจ้าวลู่ซือzhaolusiwuleiอู๋เหล่ยดาราจักรรักลานำใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
4999,กระหรี่ไทยโดนเย็ดหีไม่ยั้งซอยไม่เลี้ยงเลยเย็ดกันเสร็จพากันไปอาบน้ำด้วย,0,0,1,0,0,0
326,แทนที่จะเาเวลาไปโฟกัสว่าจะสอนหนังสือนักเรียนยังไงให้นักเรียนเข้าใจเนื้อหาก่อนสอบปลายภาคกลับเวลามาโฟกัสกับเรื่องปัญญาอ่อนรรมัธยมย่านพระนั่งเกล้า,1,0,0,0,0,0
1039,หมูหยองน่ารักมากแบบจะเมินขนาดไหนสุดท้ายไอ่หมูอ้วนก็ต้องขึ้นมานอนด้วยกันดิ,0,0,0,0,0,0
2637,อยากดูดาราจักรรักลานาใจแล้วฮือออรอสอบเสร็จ,0,0,0,0,0,0
5214,แล้วก็แตกกับพี่หมีต่ออ่ะจบรีวิวเหอะตัวเลขงงแต่สรุปให้ว่ามันควยอันลิมิเดตจริงไปเที่ยวไปเล่นก็ไปให้สุดครับคือคนไปเล่นก็แบบงานโอเคเยอะครับเข้าใจว่าเดือนเลือกเพราะหาที่ชอบแต่บางทีmindsetsการเที่ยวครับเน้นจอยเน้นสนุกเน้นไม่คิดมากถ้าไปหางานข้างเผือกหาเทพพ้าก,1,0,0,0,0,0
2499,ดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทราเรื่องแรกเป็นเรื่องที่ติดหนักมากกกประทับใจสุดครบรสทั้งดราม่าตลกชิงไหวชิงพริบเหมือนได้เห็นพัฒนาการของตัวละครไปเรื่อยและที่สำคัญภาพสวยอลังการใครยังไม่ดูต้องตามเก็บด่วนตอนรวมพาร์ททางwetviqiyi,0,0,0,0,0,0
1004,อ้วกออกมาตอนนี้เหมือนเครียดลงกระเพาะเลยอ้วนจนหน้าจะมืด,0,0,0,0,0,0
2861,สงครามกำลังจะเริ่มขึ้นดิวอริสรา,0,0,0,1,0,0
3233,suphแจกทุนฟรีสุดคุ้มสมาชิกใหม่รับสมาชิกใหม่ดิตฟรีรับเครดิตฟรีrebrandthvทางเข้าโหนกระแสล้างหนี้กยศพิ้งกี้คิดถึงมายนะฝากรับล่าสุดเครดิตฟรีเครดฟรีล่าสุดฝากรับล่าสุดเครดิตฟรี,0,0,0,0,0,0
1870,กะกอดกันคักโพดหน้าแกขิงไม่ไหวนะนุ๊กไม่เป็นไรอกหักยังกินข้าวแซบคุยแซ่บโชว์xนุ๊กปายนุ๊กปาย,0,0,0,0,0,0
5682,นัดเย็ดหางดงนัดเย็ดเชียงใหม่นัดเย็ดหางดง,0,0,1,0,0,0
8461,officialmaimeejutกูไม่ได้จะทำให้เฟครึไม่เฟคจะเฟครึป่าวกูไม่สนหรอกไอ้ควายแต่ธรรมเนียมกากแบบนี้ตอนกูเรียนไม่เคยเจอแล้วถ้าอาจารย์ทำออกมาเป็นประกาศเนี่ยต้องด่าไอ้คนเซ็นแล้วไม่ได้ด่าแค่มึงไอ้นู๋,1,0,0,0,1,0
9143,แถวบ้านกุมีม้อบค่าอีควายละกุจะไปซื้อหูฟังที่ห้างด้วยงัยรำ,1,0,0,0,0,0
6532,เลิกหาความหมายแสนสุภาพให้กับการกระทำของตัวเองที่เลือกเมินเฉยต่อการที่มวลชนโดนจับโดนอุ้มโดนฆ่าเถอะค่ะเป็นไทยเฉยก็คือไทยเฉยยอมรับในสิ่งที่ตัวเองเป็นเถอะค่ะยิ่งดีเฟนต์ยิ่งตลก,0,0,0,0,0,0
534,"เป็นไปได้ก็ไม่อยากโดนบนเรื่องเดิมไปซ้ำซากหรอกคำว่า""ปัญญาอ่อน""ถ้าเป็นคนอื่นพูดกูจะไม่สนใจเลยนะนี่ออกจากปากแม่ให้กูรู้สึกยังไงอะกูก็มีความรู้สึกเหมือนกันนะเกิดเป็นกูมันแย่ขนาดนั้นเลยหรอทำอะไรก็ไม่ได้ดั่งใจสักอย่างเครียดจนจะเป็นประสาทอยู่แล้วอะ",0,0,0,0,0,0
3846,หีไทยเน้นชัดวินาที่โดนควยโตของฝรั่งหุ่นล่ำกระแทกรูหีแบบใส่ไม่ยั่งเสียวจัดปล่อยน้ำแตกคารู,0,0,1,0,0,0
6350,kinnporscheดูรีรันเรื่องนี้ยิ่งสงสัยหนักขึ้นทำไมดูมีปมหลายเรื่องทั้งใครฆ่าใครชาติกำเนิดของทั้งพอร์ชกับเช่กร์กับน้ำผึ้งคินคิมลูกแม่เดียวกันไหมยิ่งดูยิ่งไม่เคลียร์,0,0,0,0,0,0
8221,ดูคินดะอิจิมิจจี้ละก็แบบปรับhighแล้วนะเน็ตก็ไม่กากนะ,0,0,0,0,0,0
